model_id,threshold,threshold_mode,val_precision,val_recall,val_f1,val_pr_auc,val_roc_auc,test_precision,test_recall,test_f1,test_pr_auc,test_roc_auc
logreg_tfidf,0.60563,target_recall_met,0.78,0.9,0.8357142857142857,0.9391570603109506,0.9951892934651555,0.7748344370860927,0.9,0.8327402135231317,0.9327009693245811,0.9937876778394019
sgd_log_tfidf,0.702392,target_recall_met,0.9291338582677166,0.9076923076923077,0.9182879377431906,0.9634597557745459,0.9970520858451893,0.9186991869918699,0.8692307692307693,0.8932806324110671,0.9487268479626876,0.9949451410658308
linsvc_cal_tfidf,0.424533,target_recall_met,0.9596774193548387,0.9153846153846154,0.937007874015748,0.9718078898279396,0.9977544007716421,0.940677966101695,0.8538461538461538,0.8951612903225806,0.9583803711778835,0.9953611044128287
cnb_bow,0.995318,target_recall_met,0.7959183673469388,0.9,0.8447653429602888,0.8316541860651013,0.9910854231974922,0.7115384615384616,0.8538461538461538,0.7762237762237763,0.7574641395817541,0.98048890764408
voting_soft,0.661507,target_recall_met,0.9512195121951219,0.9,0.924901185770751,0.9638147052396089,0.9969285025319508,0.9243697478991597,0.8461538461538461,0.8835341365461847,0.9436509340776391,0.9946798890764409
